answer	score	topic	URI
Энцо Фернандес	0.396	человек, связанный со спортом	http://www.wikidata.org/entity/Q326477
Фурнье, Эван	0.302	человек, связанный со спортом	http://www.wikidata.org/entity/Q2504840
спортсмен	0.292	человек, связанный со спортом	http://www.wikidata.org/entity/Q2066131
спортивный комментатор	0.146	человек, связанный со спортом	http://www.wikidata.org/entity/Q2986228
Саммер Макинтош	0.042	человек, связанный со спортом	http://www.wikidata.org/entity/Q107323240
Амандин Анри	0.042	человек, связанный со спортом	http://www.wikidata.org/entity/Q454261
Сергей Николаевич Анохин	0.023	человек, связанный со спортом	http://www.wikidata.org/entity/Q706809
Гвендаль Пейзера	-0.042	человек, связанный со спортом	http://www.wikidata.org/entity/Q443492
Же, Венсан	-0.070	человек, связанный со спортом	http://www.wikidata.org/entity/Q375558
Каролин Гарсия	-0.083	человек, связанный со спортом	http://www.wikidata.org/entity/Q258877
Роджер Лодж	-0.083	человек, связанный со спортом	http://www.wikidata.org/entity/Q7358546
Максимов, Дмитрий Вячеславович	-0.083	человек, связанный со спортом	http://www.wikidata.org/entity/Q16334174
Шибутани, Алекс	-0.167	человек, связанный со спортом	http://www.wikidata.org/entity/Q2095099
спорт	-0.279	человек, связанный со спортом	http://www.wikidata.org/entity/Q349
маршал	-0.833	человек, связанный со спортом	http://www.wikidata.org/entity/Q975205
Титаник	0.552	телефильм	http://www.wikidata.org/entity/Q1426605
Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей	0.542	телефильм	http://www.wikidata.org/entity/Q1194440
Шерлок Холмс и доктор Ватсон	0.469	телефильм	http://www.wikidata.org/entity/Q2278391
Один дома 4	0.354	телефильм	http://www.wikidata.org/entity/Q946562
Мэри Поппинс, до свидания!	0.219	телефильм	http://www.wikidata.org/entity/Q3736971
Возвращение в Хогвартс	0.167	телефильм	http://www.wikidata.org/entity/Q110207138
Голубая лагуна	0.135	телефильм	http://www.wikidata.org/entity/Q4142279
Друзья: Воссоединение	0.135	телефильм	http://www.wikidata.org/entity/Q106639064
На западном фронте без перемен	0.125	телефильм	http://www.wikidata.org/entity/Q1093673
Один дома 5	0.094	телефильм	http://www.wikidata.org/entity/Q1525034
Воссоединение семейки Аддамс	0.094	телефильм	http://www.wikidata.org/entity/Q352828
Хэллоуин с новой семейкой Аддамс	0.031	телефильм	http://www.wikidata.org/entity/Q2389865
Ванзейская конференция (фильм)	0.010	телефильм	http://www.wikidata.org/entity/Q832471
Гитлер: Восхождение дьявола	-0.104	телефильм	http://www.wikidata.org/entity/Q818968
Заговор	-0.115	телефильм	http://www.wikidata.org/entity/Q706367
Ночной оборотень	-0.135	телефильм	http://www.wikidata.org/entity/Q111426635
Наследники	-0.167	телефильм	http://www.wikidata.org/entity/Q17278086
Акулий торнадо 5: Глобальное роение	-0.219	телефильм	http://www.wikidata.org/entity/Q34200777
Аттестат зрелости	-0.240	телефильм	http://www.wikidata.org/entity/Q872548
Южный Парк: Стриминговые войны	-0.292	телефильм	http://www.wikidata.org/entity/Q112123490
Ая и ведьма	-0.333	телефильм	http://www.wikidata.org/entity/Q96031360
Южный Парк: После COVID’а	-0.365	телефильм	http://www.wikidata.org/entity/Q109297645
Ванзейская конференция	-0.396	телефильм	http://www.wikidata.org/entity/Q109263400
пилотный выпуск	-0.646	телефильм	http://www.wikidata.org/entity/Q653916
Гарик Мартиросян	0.500	стендап комик	http://www.wikidata.org/entity/Q2389088
Джон Малейни	0.333	стендап комик	http://www.wikidata.org/entity/Q6249723
Крис Рок	0.312	стендап комик	http://www.wikidata.org/entity/Q4109
Рассел Брэнд	0.250	стендап комик	http://www.wikidata.org/entity/Q296609
Боб Сагет	0.104	стендап комик	http://www.wikidata.org/entity/Q333544
Стивен Мерчант	0.083	стендап комик	http://www.wikidata.org/entity/Q23814
Рики Джервейс	0.042	стендап комик	http://www.wikidata.org/entity/Q23517
Пит Дэвидсон	0.042	стендап комик	http://www.wikidata.org/entity/Q18097962
Дженни Слейт	0.021	стендап комик	http://www.wikidata.org/entity/Q744166
Максим Александрович Галкин	-0.021	стендап комик	http://www.wikidata.org/entity/Q559485
Джемейн Клемент	-0.042	стендап комик	http://www.wikidata.org/entity/Q439315
Голдстин, Бретт	-0.042	стендап комик	http://www.wikidata.org/entity/Q22277167
Бенджамин Уокер	-0.042	стендап комик	http://www.wikidata.org/entity/Q817734
Робин Уильямс	-0.104	стендап комик	http://www.wikidata.org/entity/Q83338
Кролл, Ник	-0.188	стендап комик	http://www.wikidata.org/entity/Q4241574
Кумэйл Нанджиани	-0.229	стендап комик	http://www.wikidata.org/entity/Q6443390
Сергей Игоревич Пахомов	-0.250	стендап комик	http://www.wikidata.org/entity/Q4347373
Перетти, Челси	-0.292	стендап комик	http://www.wikidata.org/entity/Q5090122
Леонид Исаакович Ярмольник	-0.479	стендап комик	http://www.wikidata.org/entity/Q4538670
Ходячий замок	0.396	аниме фильм	http://www.wikidata.org/entity/Q29011
Унесённые призраками	0.354	аниме фильм	http://www.wikidata.org/entity/Q155653
Принцесса Мононокэ	0.344	аниме фильм	http://www.wikidata.org/entity/Q186572
Навсикая из Долины ветров	0.146	аниме фильм	http://www.wikidata.org/entity/Q8885676
Небесный замок Лапута	0.104	аниме фильм	http://www.wikidata.org/entity/Q498577
Призрак в доспехах	0.094	аниме фильм	http://www.wikidata.org/entity/Q1066948
Истребитель демонов: Поезд «Бесконечный»	0.010	аниме фильм	http://www.wikidata.org/entity/Q96376192
Красавица и дракон	-0.021	аниме фильм	http://www.wikidata.org/entity/Q104184744
Neon Genesis Evangelion: The End of Evangelion	-0.062	аниме фильм	http://www.wikidata.org/entity/Q1151814
Ветер крепчает	-0.104	аниме фильм	http://www.wikidata.org/entity/Q888131
Ая и ведьма	-0.125	аниме фильм	http://www.wikidata.org/entity/Q96031360
Твоё имя	-0.135	аниме фильм	http://www.wikidata.org/entity/Q21697406
Evangelion: 3.0+1.0: Thrice Upon a Time	-0.156	аниме фильм	http://www.wikidata.org/entity/Q6434144
аниме	-0.198	аниме фильм	http://www.wikidata.org/entity/Q1107
Neon Genesis Evangelion: Death & Rebirth	-0.229	аниме фильм	http://www.wikidata.org/entity/Q967664
Kimitachi wa dou ikiru ka?	-0.240	аниме фильм	http://www.wikidata.org/entity/Q47482560
Николай Иванович Вавилов	0.548	биолог	http://www.wikidata.org/entity/Q214926
Вернадский Владимир Иванович	0.438	биолог	http://www.wikidata.org/entity/Q316371
Роберт Кох	0.427	биолог	http://www.wikidata.org/entity/Q37193
Карл Линней	0.219	биолог	http://www.wikidata.org/entity/Q1043
Трофим Денисович Лысенко	0.208	биолог	http://www.wikidata.org/entity/Q294234
Пауль Эрлих	0.125	биолог	http://www.wikidata.org/entity/Q57089
Жак-Ив Кусто	0.094	биолог	http://www.wikidata.org/entity/Q83233
Готфрид Вильгельм Лейбниц	0.062	биолог	http://www.wikidata.org/entity/Q9047
Ричард Докинз	0.032	биолог	http://www.wikidata.org/entity/Q44461
Марк Бенеке	0.011	биолог	http://www.wikidata.org/entity/Q70307
биология	0.000	биолог	http://www.wikidata.org/entity/Q420
Рудольф Вирхов	-0.052	биолог	http://www.wikidata.org/entity/Q76432
Дэвид Аттенборо	-0.076	биолог	http://www.wikidata.org/entity/Q183337
Мария Владимировна Воронцова	-0.104	биолог	http://www.wikidata.org/entity/Q19816371
Дайан Фосси	-0.129	биолог	http://www.wikidata.org/entity/Q234224
Энн Воджицки	-0.135	биолог	http://www.wikidata.org/entity/Q2069573
Оппенгеймер, Кэтрин	-0.177	биолог	http://www.wikidata.org/entity/Q52159113
Стивен Хилленберг	-0.229	биолог	http://www.wikidata.org/entity/Q318750
Нелл Поттс	-0.301	биолог	http://www.wikidata.org/entity/Q6990034
Шамала Гопалан	-0.302	биолог	http://www.wikidata.org/entity/Q60844968
Ящер	-0.663	биолог	http://www.wikidata.org/entity/Q19382
Во все тяжкие	0.479	драматический сериал	http://www.wikidata.org/entity/Q1079
Игра престолов	0.417	драматический сериал	http://www.wikidata.org/entity/Q23572
Острые козырьки	0.188	драматический сериал	http://www.wikidata.org/entity/Q14944179
Бригада	0.182	драматический сериал	http://www.wikidata.org/entity/Q915313
Корона	0.182	драматический сериал	http://www.wikidata.org/entity/Q20707362
Йеллоустон	0.146	драматический сериал	http://www.wikidata.org/entity/Q47452423
Тьма	0.104	драматический сериал	http://www.wikidata.org/entity/Q28443710
Дом Дракона	0.023	драматический сериал	http://www.wikidata.org/entity/Q72930269
Очень странные дела	0.021	драматический сериал	http://www.wikidata.org/entity/Q19798734
Мажор	-0.125	драматический сериал	http://www.wikidata.org/entity/Q19619067
Книга Бобы Фетта	-0.146	драматический сериал	http://www.wikidata.org/entity/Q104396610
Ходячие мертвецы	-0.167	драматический сериал	http://www.wikidata.org/entity/Q232737
Ванда/Вижн	-0.273	драматический сериал	http://www.wikidata.org/entity/Q65980217
Властелин колец: Кольца власти	-0.292	драматический сериал	http://www.wikidata.org/entity/Q59149852
Ведьмак	-0.333	драматический сериал	http://www.wikidata.org/entity/Q47500433
Как я встретил вашу маму	-0.396	драматический сериал	http://www.wikidata.org/entity/Q147235
Марк Цукерберг	0.479	программист	http://www.wikidata.org/entity/Q36215
Билл Гейтс	0.479	программист	http://www.wikidata.org/entity/Q5284
Стив Возняк	0.167	программист	http://www.wikidata.org/entity/Q483382
Маркус Перссон	0.152	программист	http://www.wikidata.org/entity/Q266224
Илон Маск	0.146	программист	http://www.wikidata.org/entity/Q317521
Сатоси Накамото	0.083	программист	http://www.wikidata.org/entity/Q13382352
Виталик Бутерин	0.065	программист	http://www.wikidata.org/entity/Q16197959
Пол Аллен	0.021	программист	http://www.wikidata.org/entity/Q162005
Илья Сегалович	0.021	программист	http://www.wikidata.org/entity/Q4412749
интерфейс программирования приложений	0.021	программист	http://www.wikidata.org/entity/Q165194
Евгений Рочко	-0.087	программист	http://www.wikidata.org/entity/Q64876086
Джулиан Ассанж	-0.208	программист	http://www.wikidata.org/entity/Q360
Джек Дорси	-0.239	программист	http://www.wikidata.org/entity/Q335552
Ада Лавлейс	-0.271	программист	http://www.wikidata.org/entity/Q7259
Александр Викторович Цой	-0.833	программист	http://www.wikidata.org/entity/Q28482308
Михаил Владимирович Мишустин	0.740	экономист	http://www.wikidata.org/entity/Q4298520
Александр Гамильтон	0.354	экономист	http://www.wikidata.org/entity/Q178903
Гельмут Шмидт	0.323	экономист	http://www.wikidata.org/entity/Q2516
Эдуардо Саверин	0.219	экономист	http://www.wikidata.org/entity/Q312663
Йенс Столтенберг	0.198	экономист	http://www.wikidata.org/entity/Q57665
Ринат Леонидович Ахметов	0.146	экономист	http://www.wikidata.org/entity/Q60805
Леонид Макарович Кравчук	0.010	экономист	http://www.wikidata.org/entity/Q189732
Шверин фон Крозиг, Людвиг	-0.021	экономист	http://www.wikidata.org/entity/Q57136
Джозеф Патрик Кеннеди	-0.021	экономист	http://www.wikidata.org/entity/Q313696
Виктор Фёдорович Янукович	-0.042	экономист	
Виктор Фёдорович Янукевич	-0.062	экономист	http://www.wikidata.org/entity/Q1459658
Александр Валентинович Турчинов	-0.125	экономист	http://www.wikidata.org/entity/Q15850
Юлия Владимировна Тимошенко	-0.146	экономист	http://www.wikidata.org/entity/Q48283
Виктор Андреевич Ющенко	-0.167	экономист	http://www.wikidata.org/entity/Q1459699
Михаил Сергеевич Горбачёв	-0.188	экономист	http://www.wikidata.org/entity/Q30487
Пётр Алексеевич Порошенко	-0.219	экономист	http://www.wikidata.org/entity/Q58077
Сергей Кужугетович Шойгу	-0.490	экономист	http://www.wikidata.org/entity/Q32024
Елена Кравец	-0.562	экономист	http://www.wikidata.org/entity/Q4237277
Нью-Йорк	0.938	большой город в США	http://www.wikidata.org/entity/Q60
Лос-Анджелес	0.811	большой город в США	http://www.wikidata.org/entity/Q65
Вашингтон	0.562	большой город в США	http://www.wikidata.org/entity/Q61
Сан-Франциско	0.453	большой город в США	http://www.wikidata.org/entity/Q62
Майами	0.271	большой город в США	http://www.wikidata.org/entity/Q8652
Сиэтл	0.185	большой город в США	http://www.wikidata.org/entity/Q5083
Хьюстон	0.146	большой город в США	http://www.wikidata.org/entity/Q16555
Бостон	0.146	большой город в США	http://www.wikidata.org/entity/Q100
Новый Орлеан	-0.042	большой город в США	http://www.wikidata.org/entity/Q34404
Атланта	-0.083	большой город в США	http://www.wikidata.org/entity/Q23556
Сакраменто	-0.168	большой город в США	http://www.wikidata.org/entity/Q18013
Кембридж	-0.391	большой город в США	http://www.wikidata.org/entity/Q49111
Цинциннати	-0.469	большой город в США	http://www.wikidata.org/entity/Q43196
Анкоридж	-0.500	большой город в США	http://www.wikidata.org/entity/Q39450
Пало-Алто	-0.511	большой город в США	http://www.wikidata.org/entity/Q47265
Джуно	-0.642	большой город в США	http://www.wikidata.org/entity/Q29445
Ринго Старр	0.458	барабанщик	http://www.wikidata.org/entity/Q2632
Роджер Тейлор	0.375	барабанщик	http://www.wikidata.org/entity/Q15880
Шнайдер, Кристоф	0.271	барабанщик	http://www.wikidata.org/entity/Q57168
Трэвис Баркер	0.208	барабанщик	http://www.wikidata.org/entity/Q220140
Фил Коллинз	0.208	барабанщик	http://www.wikidata.org/entity/Q144622
Хокинс, Тейлор	0.188	барабанщик	http://www.wikidata.org/entity/Q312395
Ульрих, Ларс	0.146	барабанщик	http://www.wikidata.org/entity/Q106193
Варг Викернес	0.146	барабанщик	http://www.wikidata.org/entity/Q207824
Томми Ли	0.125	барабанщик	http://www.wikidata.org/entity/Q331748
Дэйв Грол	0.104	барабанщик	http://www.wikidata.org/entity/Q12006
Пол Маккартни	0.021	барабанщик	http://www.wikidata.org/entity/Q2599
Роджер Уотерс	-0.021	барабанщик	http://www.wikidata.org/entity/Q180861
Иван Андреевич Макаревич	-0.188	барабанщик	http://www.wikidata.org/entity/Q4275255
Бела Б.	-0.250	барабанщик	http://www.wikidata.org/entity/Q77462
FKA twigs	-0.458	барабанщик	http://www.wikidata.org/entity/Q15291033
Одержимость	-0.604	барабанщик	http://www.wikidata.org/entity/Q15648198
Козлова, Валерия Сергеевна	-0.729	барабанщик	http://www.wikidata.org/entity/Q2502323
Россия	0.479	русские	http://www.wikidata.org/entity/Q159
Владимир Владимирович Путин	0.421	русские	http://www.wikidata.org/entity/Q7747
русский язык	0.333	русские	http://www.wikidata.org/entity/Q7737
Русь	0.208	русские	http://www.wikidata.org/entity/Q914114
Андрей Дмитриевич Сахаров	0.188	русские	http://www.wikidata.org/entity/Q997
восточные славяне	0.158	русские	http://www.wikidata.org/entity/Q211052
Яшин, Лев Иванович	0.105	русские	http://www.wikidata.org/entity/Q167828
Семён Михайлович Будённый	0.052	русские	http://www.wikidata.org/entity/Q242474
Василий Иванович Чуйков	0.031	русские	http://www.wikidata.org/entity/Q157594
Василий Васильевич Кандинский	-0.042	русские	http://www.wikidata.org/entity/Q61064
Денис Владимирович Пушилин	-0.167	русские	http://www.wikidata.org/entity/Q16514790
русины	-0.250	русские	http://www.wikidata.org/entity/Q140420
Милла Йовович	-0.695	русские	http://www.wikidata.org/entity/Q170576
Азербайджан	-0.833	русские	http://www.wikidata.org/entity/Q227
Аватар	0.708	3D фильм	http://www.wikidata.org/entity/Q24871
Стражи Галактики. Часть 2	0.278	3D фильм	http://www.wikidata.org/entity/Q20001199
Звёздные войны: Пробуждение силы	0.177	3D фильм	http://www.wikidata.org/entity/Q6074
Человек-паук: Возвращение домой	0.161	3D фильм	http://www.wikidata.org/entity/Q23010088
Пираты Карибского моря: На странных берегах	0.156	3D фильм	http://www.wikidata.org/entity/Q183555
Мир юрского периода	0.115	3D фильм	http://www.wikidata.org/entity/Q3512046
Пираты Карибского моря: Мертвецы не рассказывают сказок	0.032	3D фильм	http://www.wikidata.org/entity/Q10350033
Фантастические твари: Преступления Грин-де-Вальда	0.000	3D фильм	http://www.wikidata.org/entity/Q18199331
Фантастические твари и где они обитают	-0.010	3D фильм	http://www.wikidata.org/entity/Q18199330
Аквамен	-0.032	3D фильм	http://www.wikidata.org/entity/Q22998395
Изгой-один. Звёздные войны: Истории	-0.042	3D фильм	http://www.wikidata.org/entity/Q19590955
Бегущий по лезвию 2049	-0.062	3D фильм	http://www.wikidata.org/entity/Q21500755
Первый мститель: Противостояние	-0.100	3D фильм	http://www.wikidata.org/entity/Q18407657
Лига справедливости	-0.177	3D фильм	http://www.wikidata.org/entity/Q20501835
Форсаж 7	-0.198	3D фильм	http://www.wikidata.org/entity/Q14650496
Гарри Поттер и Дары Смерти. Часть 2	-0.253	3D фильм	http://www.wikidata.org/entity/Q232009
Отряд самоубийц	-0.278	3D фильм	http://www.wikidata.org/entity/Q18604504
Миньоны: Восхождение Грю	-0.500	3D фильм	http://www.wikidata.org/entity/Q60997779
Гадкий я 2	0.500	мультфильм	http://www.wikidata.org/entity/Q637212
Кот в сапогах 2: Последнее желание	0.458	мультфильм	http://www.wikidata.org/entity/Q31271384
Монстры на каникулах 4: Трансформания	0.417	мультфильм	http://www.wikidata.org/entity/Q65973230
Холодное сердце 2	0.404	мультфильм	http://www.wikidata.org/entity/Q24733929
Миньоны: Восхождение Грю	0.365	мультфильм	http://www.wikidata.org/entity/Q60997779
Зверопой 2	0.354	мультфильм	http://www.wikidata.org/entity/Q30933418
Уолт Дисней	0.271	мультфильм	http://www.wikidata.org/entity/Q8704
Walt Disney Animation Studios	0.177	мультфильм	http://www.wikidata.org/entity/Q1047410
Семейка Аддамс	0.104	мультфильм	http://www.wikidata.org/entity/Q54825652
Гринч	0.085	мультфильм	http://www.wikidata.org/entity/Q15632949
Человек-паук: Через вселенные	0.073	мультфильм	http://www.wikidata.org/entity/Q29588607
DC Лига Суперпитомцы	-0.032	мультфильм	http://www.wikidata.org/entity/Q106953528
Звёздный путь: Вундеркинды	-0.125	мультфильм	http://www.wikidata.org/entity/Q65250765
Звёздные войны: Войны клонов	-0.287	мультфильм	http://www.wikidata.org/entity/Q382289
Studio Ghibli	-0.302	мультфильм	http://www.wikidata.org/entity/Q182950
DreamWorks Animation SKG	-0.302	мультфильм	http://www.wikidata.org/entity/Q500088
Я краснею	-0.340	мультфильм	http://www.wikidata.org/entity/Q104845027
Плохие парни	-0.436	мультфильм	http://www.wikidata.org/entity/Q97288428
Клэнси Браун	-0.564	мультфильм	http://www.wikidata.org/entity/Q4488
студия Квартал-95	-0.698	мультфильм	http://www.wikidata.org/entity/Q4444575
Яйцо из «Инстаграма»	0.356	интернет мем	http://www.wikidata.org/entity/Q60621480
лягушонок Пепе	0.341	интернет мем	http://www.wikidata.org/entity/Q21994166
Шлëпа	0.222	интернет мем	http://www.wikidata.org/entity/Q107162754
Рикроллинг	0.220	интернет мем	http://www.wikidata.org/entity/Q695677
Doge	0.217	интернет мем	http://www.wikidata.org/entity/Q15613810
Морбиус	0.077	интернет мем	http://www.wikidata.org/entity/Q55405369
Чак Норрис	0.000	интернет мем	http://www.wikidata.org/entity/Q2673
Инцидент с Уиллом Смитом и Крисом Роком	0.000	интернет мем	http://www.wikidata.org/entity/Q111411145
Лин	0.000	интернет мем	http://www.wikidata.org/entity/Q899641
Факты о Чаке Норрисе	-0.042	интернет мем	http://www.wikidata.org/entity/Q937633
Ахэгао	-0.042	интернет мем	http://www.wikidata.org/entity/Q54855979
список интернет-феноменов	-0.044	интернет мем	http://www.wikidata.org/entity/Q6023923
Шок-сайты	-0.111	интернет мем	http://www.wikidata.org/entity/Q1071902
Русский военный корабль, иди на хуй	-0.167	интернет мем	http://www.wikidata.org/entity/Q111019657
Эффект Манделы	-0.196	интернет мем	http://www.wikidata.org/entity/Q54765858
порноместь	-0.229	интернет мем	http://www.wikidata.org/entity/Q15056789
альтернативные правые	-0.500	интернет мем	http://www.wikidata.org/entity/Q23018230
